gene chr start
15959 OR4B1 chr11 48238361
15960 OR4X2 chr11 48266655
15961 OR4X1 chr11 48285412
15962 OR4S1 chr11 48327774
15963 OR4C3 chr11 48346492
15964 OR4A47 chr11 48510344
15965 TRIM49B chr11 49053151
15966 TRIM64C chr11 49080664
15967 FOLH1 chr11 49230222
15968 OR4C13 chr11 49973942
15969 OR4C12 chr11 50004071
15970 LOC441601 chr11 50257633
15971 LOC646813 chr11 50368317
15972 OR4A5 chr11 51412448
15973 OR4C46 chr11 51515281
15974 TRIM48 chr11 55029657
15975 TRIM51HP chr11 55065708
15976 OR4A16 chr11 55110676
15977 OR4A15 chr11 55135359
15978 OR4C15 chr11 55321782
15979 OR4C16 chr11 55339603
15980 OR4C11 chr11 55371874
15981 OR4P4 chr11 55405833
15982 OR4S2 chr11 55418379
15983 OR4C6 chr11 55432642
15984 OR5D13 chr11 55540913
15985 OR5D14 chr11 55563031
15986 OR5L1 chr11 55578842
15987 OR5D18 chr11 55587105
15988 OR5L2 chr11 55594694
15989 OR5D16 chr11 55606227
15990 TRIM51 chr11 55650772
15991 OR5W2 chr11 55682058
15992 OR5I1 chr11 55703876
15993 OR10AG1 chr11 55735939
15994 OR7E5P chr11 55753881
15995 OR5F1 chr11 55762101
15996 OR5AS1 chr11 55797894
15997 OR8I2 chr11 55860783
15998 OR8H2 chr11 55872518
15999 OR8H3 chr11 55889848
16000 OR8J3 chr11 55905194
16001 OR8K5 chr11 55927793
16002 OR5J2 chr11 55944093
16003 OR5T2 chr11 56000661
16004 OR5T3 chr11 56019675
16005 OR5T1 chr11 56043114
16006 OR8H1 chr11 56058538
16007 OR8K3 chr11 56085782
16008 OR8K1 chr11 56113514
16009 OR8J1 chr11 56127690
16010 OR8U1 chr11 56143099
16011 OR5R1 chr11 56185708
16012 OR5M9 chr11 56230877
16013 OR5M3 chr11 56238014
16014 OR5M8 chr11 56258846
16015 OR5M11 chr11 56310733
16016 OR5M10 chr11 56345197
16017 OR5M1 chr11 56380978
16018 OR5AP2 chr11 56409915
16019 OR5AR1 chr11 56431161
16020 OR9G1 chr11 56467863
16021 OR9G4 chr11 56511287
16022 MIR6128 chr11 56511348
16023 OR5AK2 chr11 56756388
16024 OR5AK4P chr11 56805008
16025 LRRC55 chr11 56949220
16026 APLNR chr11 57004927
16027 TNKS1BP1 chr11 57092413
16028 SSRP1 chr11 57103351
16029 P2RX3 chr11 57105840
16030 PRG2 chr11 57158130
16031 SLC43A3 chr11 57194560
16032 RTN4RL2 chr11 57228009
16033 TIMM10 chr11 57298232
16034 SMTNL1 chr11 57310113
16035 UBE2L6 chr11 57335180
16036 SERPING1 chr11 57365026
16037 MIR130A chr11 57408670
16038 YPEL4 chr11 57417417
16039 CLP1 chr11 57425215
16040 ZDHHC5 chr11 57435473
16041 MED19 chr11 57479795
16042 TMX2 chr11 57479994
16043 SELENOH chr11 57508721
16044 BTBD18 chr11 57519253
16045 OR6Q1 chr11 57798424
16046 OR9I1 chr11 57886916
16047 OR9Q2 chr11 57957905
16048 OR1S2 chr11 57971653
16049 OR1S1 chr11 57982216
16050 OR10Q1 chr11 57996390
16051 OR10W1 chr11 58035732
16052 OR5B17 chr11 58126542
16053 OR5B3 chr11 58170882
16054 OR5B2 chr11 58190786
16055 OR5B12 chr11 58207646
16056 OR5B21 chr11 58275578
16057 ZFP91 chr11 58346586
16058 ZFP91-CNTF chr11 58346586
16059 CNTF chr11 58390145
16060 GLYAT chr11 58499447
16061 GLYATL2 chr11 58611997
16062 FAM111B chr11 58874657
16063 LOC101927204 chr11 58910281
16064 FAM111A chr11 58910218
16065 DTX4 chr11 58938902
16066 MPEG1 chr11 58980494
16067 OR5AN1 chr11 59131931
16068 OR5A2 chr11 59190426
16069 OR5A1 chr11 59210641
16070 OR4D6 chr11 59224433
16071 OR4D10 chr11 59244902
16072 OR4D11 chr11 59271048
16073 OR4D9 chr11 59282385
16074 MIR3162 chr11 59362631
16075 PATL1 chr11 59436511
16076 OR10V1 chr11 59481318
16077 OR10V2P chr11 59516284
16078 STX3 chr11 59522531
16079 MRPL16 chr11 59578345
16080 GIF chr11 59612974
16081 TCN1 chr11 59634041
16082 OOSP1 chr11 59710351
16083 OOSP2 chr11 59807747
16084 MS4A3 chr11 59824100
16085 MS4A2 chr11 59856136
16086 MS4A6A chr11 59950804
16087 MIR6503 chr11 59976629
16088 MS4A4A chr11 60048013
16089 MS4A6E chr11 60102354
16090 MS4A14 chr11 60163486
16091 MS4A5 chr11 60197061
16092 MS4A1 chr11 60223281
16093 MS4A12 chr11 60260250
16094 MS4A8 chr11 60467046
16095 MS4A18 chr11 60491481
16096 MS4A15 chr11 60524339
16097 CCDC86 chr11 60609428
16098 PTGDR2 chr11 60623444
16099 ZP1 chr11 60635014
16100 PRPF19 chr11 60674061
16101 TMEM132A chr11 60691912
16102 SLC15A3 chr11 60719257
16103 CD6 chr11 60739112
16104 CD5 chr11 60861434
16105 VPS37C chr11 60928916
16106 PGA3 chr11 60970984
16107 PGA4 chr11 60989820
16108 PGA5 chr11 61008647
16109 VWCE chr11 61062788
16110 TKFC chr11 61100653
16111 CYB561A3 chr11 61124361
16112 TMEM138 chr11 61129472
16113 TMEM216 chr11 61159831
16114 CPSF7 chr11 61197383
16115 PPP1R32 chr11 61248584
16116 MIR4488 chr11 61276067
16117 LRRC10B chr11 61276271
16118 LOC101927495 chr11 61355965
16119 RPLP0P2 chr11 61382507
16120 MYRF chr11 61520108
16121 DKFZP434K028 chr11 61525136
16122 TMEM258 chr11 61560085
16123 MIR611 chr11 61560033
16124 FEN1 chr11 61560108
16125 FADS1 chr11 61584529
16126 MIR1908 chr11 61582712
16127 FADS3 chr11 61659017
16128 MIR6746 chr11 61645750
16129 RAB3IL1 chr11 61685081
16130 BEST1 chr11 61717355
16131 INCENP chr11 61891444
16132 SCGB1D1 chr11 61957709
16133 SCGB2A1 chr11 61976139
16134 SCGB1D2 chr11 62009723
16135 SCGB2A2 chr11 62037626
16136 SCGB1D4 chr11 62066536
16137 SCGB1A1 chr11 62186506
16138 EEF1G chr11 62341460
16139 MIR6747 chr11 62334543
16140 TUT1 chr11 62359109
16141 MTA2 chr11 62369312
16142 EML3 chr11 62380237
16143 ROM1 chr11 62380212
16144 B3GAT3 chr11 62389647
16145 GANAB chr11 62407690
16146 INTS5 chr11 62420774
16147 C11orf98 chr11 62432688
16148 LBHD1 chr11 62439241
16149 METTL12 chr11 62432778
16150 SNORA57 chr11 62432893
16151 UQCC3 chr11 62439125
16152 UBXN1 chr11 62446589
16153 LRRN4CL chr11 62457371
16154 BSCL2 chr11 62473787
16155 HNRNPUL2-BSCL2 chr11 62494856
16156 GNG3 chr11 62475065
16157 HNRNPUL2 chr11 62494857
16158 TTC9C chr11 62495544
16159 POLR2G chr11 62529010
16160 TAF6L chr11 62538774
16161 TMEM179B chr11 62554873
16162 MIR6748 chr11 62557286
16163 TMEM223 chr11 62559486
16164 NXF1 chr11 62572964
16165 MIR6514 chr11 62560243
16166 STX5 chr11 62599563
16167 LOC105369332 chr11 62599705
16168 WDR74 chr11 62607131
16169 SNHG1 chr11 62623360
16170 SNORD22 chr11 62620507
16171 SNORD31 chr11 62620865
16172 SNORD30 chr11 62621204
16173 SNORD29 chr11 62621440
16174 SNORD28 chr11 62622167
16175 SNORD27 chr11 62622555
16176 SNORD26 chr11 62622838
16177 SNORD25 chr11 62623103
16178 CHRM1 chr11 62689012
16179 SLC22A6 chr11 62752495
16180 SLC22A8 chr11 62783317
16181 SLC22A24 chr11 62911693
16182 SLC22A25 chr11 62997124
16183 SLC22A10 chr11 63057418
16184 HRASLS5 chr11 63258680
16185 LGALS12 chr11 63273523
16186 HRASLS2 chr11 63330855
16187 PLA2G16 chr11 63381909
16188 RTN3 chr11 63448921
16189 C11orf95 chr11 63536113
16190 C11orf84 chr11 63580845
16191 MARK2 chr11 63606399
16192 RCOR2 chr11 63684316
16193 NAA40 chr11 63706441
16194 COX8A chr11 63742078
16195 OTUB1 chr11 63753324
16196 FLRT1 chr11 63871361
16197 FERMT3 chr11 63974151
16198 TRPT1 chr11 63993341
16199 NUDT22 chr11 63993729
16200 DNAJC4 chr11 63997752
16201 VEGFB chr11 64002055
16202 FKBP2 chr11 64008412
16203 PPP1R14B chr11 64014413
16204 LOC105369340 chr11 64013337
16205 PLCB3 chr11 64018994
16206 BAD chr11 64052176
16207 GPR137 chr11 64051810
16208 KCNK4 chr11 64058773
16209 KCNK4-TEX40 chr11 64059193
16210 TEX40 chr11 64067862
16211 ESRRA chr11 64072999
16212 TRMT112 chr11 64085556
16213 PRDX5 chr11 64085559
16214 CCDC88B chr11 64107689
16215 MIR7155 chr11 64109376
16216 RPS6KA4 chr11 64126624
16217 MIR1237 chr11 64136073
16218 LOC100996455 chr11 64216528
16219 SLC22A11 chr11 64323072
16220 SLC22A12 chr11 64358281
16221 RASGRP2 chr11 64511630
16222 PYGM chr11 64527769
16223 SF1 chr11 64545233
16224 MAP4K2 chr11 64570726
16225 MEN1 chr11 64578035
16226 CDC42BPG chr11 64612041
16227 EHD1 chr11 64646240
16228 MIR194-2HG chr11 64660921
16229 MIR192 chr11 64658718
16230 MIR194-2 chr11 64658911
16231 ATG2A chr11 64684722
16232 MIR6750 chr11 64665909
16233 MIR6749 chr11 64669927
16234 PPP2R5B chr11 64692142
16235 GPHA2 chr11 64703360
16236 MAJIN chr11 64739563
16237 BATF2 chr11 64757749
16238 ARL2 chr11 64781584
16239 ARL2-SNX15 chr11 64781584
16240 MIR6879 chr11 64785976
16241 SNX15 chr11 64794879
16242 SAC3D1 chr11 64808375
16243 NAALADL1 chr11 64826009
16244 CDCA5 chr11 64851615
16245 ZFPL1 chr11 64851693
16246 TMEM262 chr11 64856581
16247 VPS51 chr11 64863586
16248 ZNHIT2 chr11 64885210
16249 FAU chr11 64889672
16250 MRPL49 chr11 64889654
16251 SYVN1 chr11 64902003
16252 MIR6751 chr11 64897450
16253 SPDYC chr11 64937706
16254 CAPN1 chr11 64948685
16255 SLC22A20 chr11 64981310
16256 POLA2 chr11 65029322
16257 CDC42EP2 chr11 65082288
16258 DPF2 chr11 65101224
16259 TIGD3 chr11 65122281
16260 FRMD8 chr11 65154040
16261 NEAT1 chr11 65190268
16262 MIR612 chr11 65211928
16263 MASCRNA chr11 65273587
16264 SCYL1 chr11 65292547
16265 LTBP3 chr11 65325699
16266 SSSCA1-AS1 chr11 65337884
16267 SSSCA1 chr11 65337929
16268 FAM89B chr11 65339819
16269 EHBP1L1 chr11 65343508
16270 KCNK7 chr11 65363467
16271 MAP3K11 chr11 65381720
16272 PCNX3 chr11 65383782
16273 MIR4690 chr11 65403780
16274 SIPA1 chr11 65405577
16275 MIR4489 chr11 65416662
16276 RELA chr11 65430443
16277 KAT5 chr11 65479472
16278 RNASEH2C chr11 65488409
16279 AP5B1 chr11 65548062
16280 OVOL1 chr11 65554504
16281 OVOL1-AS1 chr11 65558339
16282 SNX32 chr11 65601409
16283 CFL1 chr11 65625804
16284 MUS81 chr11 65627871
16285 EFEMP2 chr11 65640405
16286 CTSW chr11 65647283
16287 FIBP chr11 65656010
16288 CCDC85B chr11 65657874
16289 C11orf68 chr11 65686531
16290 DRAP1 chr11 65686727
16291 TSGA10IP chr11 65713114
16292 SART1 chr11 65729159
16293 EIF1AD chr11 65769637
16294 BANF1 chr11 65769549
16295 CST6 chr11 65779461
16296 CATSPER1 chr11 65793988
16297 GAL3ST3 chr11 65816651
16298 SF3B2 chr11 65819815
16299 KLC2 chr11 66024764
16300 RAB1B chr11 66036055
16301 CNIH2 chr11 66045671
16302 YIF1A chr11 66056638
16303 CD248 chr11 66084515
16304 RIN1 chr11 66104000
16305 BRMS1 chr11 66112582
16306 B4GAT1 chr11 66115161
16307 LOC102724064 chr11 66115461
16308 SLC29A2 chr11 66139291
16309 MRPL11 chr11 66206319
16310 PELI3 chr11 66233797
16311 LOC101928069 chr11 66247720
16312 DPP3 chr11 66247483
16313 BBS1 chr11 66278118
16314 ZDHHC24 chr11 66313671
16315 CTSF chr11 66336047
16316 CCDC87 chr11 66360554
16317 CCS chr11 66360689
16318 RBM14 chr11 66384052
16319 RBM14-RBM4 chr11 66384052
16320 RBM4 chr11 66406087
16321 RBM4B chr11 66445392
16322 RCE1 chr11 66610882
16323 LRFN4 chr11 66624875
16324 MIR3163 chr11 66701977
16325 C11orf86 chr11 66742753
16326 SYT12 chr11 66790189
16327 MIR6860 chr11 66813113
16328 RHOD chr11 66824288
16329 GRK2 chr11 67033904
16330 ANKRD13D chr11 67056761
16331 SSH3 chr11 67070918
16332 POLD4 chr11 67121067
16333 CLCF1 chr11 67141206
16334 RAD9A chr11 67159422
16335 PPP1CA chr11 67169376
16336 TBC1D10C chr11 67171383
16337 CARNS1 chr11 67183148
16338 RPS6KB2 chr11 67195934
16339 PTPRCAP chr11 67205153
16340 CORO1B chr11 67210983
16341 GPR152 chr11 67220200
16342 CABP4 chr11 67219885
16343 TMEM134 chr11 67236748
16344 AIP chr11 67250499
16345 MIR6752 chr11 67257715
16346 PITPNM1 chr11 67272843
16347 CDK2AP2 chr11 67275658
16348 CABP2 chr11 67290899
16349 GSTP1 chr11 67351065
16350 NDUFV1 chr11 67374322
16351 DOC2GP chr11 67383135
16352 NUDT8 chr11 67397408
16353 TBX10 chr11 67407031
16354 ACY3 chr11 67418130
16355 ALDH3B2 chr11 67442102
16356 FAM86C2P chr11 67572807
16357 ALDH3B1 chr11 67776016
16358 NDUFS8 chr11 67798083
16359 MIR7113 chr11 67800330
16360 MIR4691 chr11 67801363
16361 TCIRG1 chr11 67806461
16362 MIR6753 chr11 67812260
16363 CHKA chr11 67888858
16364 KMT5B chr11 67980812
16365 C11orf24 chr11 68039469
16366 GAL chr11 68451942
16367 TESMIN chr11 68518988
16368 MRPL21 chr11 68671303
16369 MRGPRD chr11 68748455
16370 MRGPRF chr11 68780850
16371 MRGPRF-AS1 chr11 68779821
16372 TPCN2 chr11 68816349
16373 MIR3164 chr11 68850643
16374 LOC338694 chr11 68939030
16375 MYEOV chr11 69061604
16376 LOC102724265 chr11 69240438
16377 LINC01488 chr11 69300328
16378 ORAOV1 chr11 69490165
16379 FGF19 chr11 69519106
16380 FGF4 chr11 69590171
16381 FGF3 chr11 69634192
16382 LOC101928443 chr11 69910030
16383 ANO1-AS2 chr11 69921454
16384 FADD chr11 70049268
16385 MIR548K chr11 70130060
16386 SHANK2-AS1 chr11 70477198
16387 SHANK2-AS3 chr11 70708894
16388 MIR3664 chr11 70718473
16389 FLJ42102 chr11 71134400
16390 DHCR7 chr11 71159477
16391 MIR6754 chr11 71184548
16392 KRTAP5-7 chr11 71238312
16393 KRTAP5-8 chr11 71249070
16394 KRTAP5-9 chr11 71259465
16395 KRTAP5-10 chr11 71276608
16396 KRTAP5-11 chr11 71293921
16397 FAM86C1 chr11 71498556
16398 ALG1L9P chr11 71524905
16399 ZNF705E chr11 71532593
16400 DEFB108B chr11 71544245
16401 LOC100133315 chr11 71639493
16402 LOC100129216 chr11 71589498
16403 IL18BP chr11 71709957
16404 NUMA1 chr11 71791520
16405 LOC100128494 chr11 71725336
16406 MIR3165 chr11 71783348
16407 LRTOMT chr11 71791376
16408 LAMTOR1 chr11 71814433
16409 ANAPC15 chr11 71823826
16410 FOLR3 chr11 71846755
16411 FOLR1 chr11 71900601
16412 FOLR2 chr11 71927818
16413 INPPL1 chr11 71935881
16414 PHOX2A chr11 71955220
16415 LINC01537 chr11 72281699
16416 MIR139 chr11 72326174
16417 ARAP1 chr11 72433403
16418 MIR4692 chr11 72494574
16419 ATG16L2 chr11 72525450
16420 P2RY2 chr11 72929342
16421 ARHGEF17 chr11 73019662
16422 RELT chr11 73087404
16423 PLEKHB1 chr11 73357222
16424 COA4 chr11 73587890
16425 PAAF1 chr11 73587743
16426 UCP2 chr11 73693889
16427 UCP3 chr11 73720282
16428 P4HA3 chr11 74022721
16429 LOC101928580 chr11 74022406
16430 MIR548AL chr11 74110281
16431 KCNE3 chr11 74178600
16432 LIPT2 chr11 74204758
16433 LOC100287896 chr11 74204429
16434 CHRDL2 chr11 74422412
16435 MIR4696 chr11 74431382
16436 RNF169 chr11 74459912
16437 SPCS2 chr11 74660291
16438 OR2AT4 chr11 74800758
16439 SLCO2B1 chr11 74862031
16440 TPBGL chr11 74951949
16441 MIR326 chr11 75046230
16442 RPS3 chr11 75110534
16443 SNORD15A chr11 75111434
16444 SNORD15B chr11 75115464
16445 KLHL35 chr11 75141674
16446 SERPINH1 chr11 75273100
16447 MOGAT2 chr11 75428863
16448 LOC283214 chr11 75479692
16449 LOC100506113 chr11 75525842
16450 WNT11 chr11 75917574
16451 THAP12 chr11 76092009
16452 LOC100506127 chr11 76092346
16453 EMSY chr11 76156068
16454 LRRC32 chr11 76381044
16455 TSKU chr11 76493356
16456 LOC101928837 chr11 76494106
16457 B3GNT6 chr11 76745384
16458 OMP chr11 76813885
16459 MYO7A chr11 76839309
16460 LOC646029 chr11 77282133
16461 AQP11 chr11 77300679
16462 KCTD14 chr11 77734320
16463 NDUFC2-KCTD14 chr11 77791265
16464 THRSP chr11 77774906
16465 NDUFC2 chr11 77791265
16466 ALG8 chr11 77850699
16467 KCTD21 chr11 77899675
16468 USP35 chr11 77899857
16469 LOC101928865 chr11 78140882
16470 MIR708 chr11 79113153
16471 MIR5579 chr11 79133270
16472 LOC101928944 chr11 80473846
16473 MIR4300 chr11 81601878
16474 DDIAS chr11 82612736
16475 SNORA70E chr11 82752640
16476 RAB30-AS1 chr11 82783107
16477 PCF11 chr11 82868136
16478 PCF11-AS1 chr11 82898526
16479 ANKRD42 chr11 82904780
16480 CCDC90B chr11 82997450
16481 TMEM126B chr11 85339616
16482 TMEM126A chr11 85358962
16483 CREBZF chr11 85376182
16484 CCDC89 chr11 85397320
16485 MIR6755 chr11 85989374
16486 HIKESHI chr11 86013252
16487 OR7E2P chr11 86568996
16488 FZD4 chr11 86666440
16489 LOC100506368 chr11 86666662
16490 LOC105369423 chr11 87430303
16491 RAB38 chr11 87908635
16492 MIR3166 chr11 87909669
16493 CTSC chr11 88070955
16494 GRM5-AS1 chr11 88237743
16495 FOLH1B chr11 89392464
16496 TRIM77 chr11 89443466
16497 TRIM49 chr11 89541743
16498 TRIM64B chr11 89609185
16499 TRIM49D1 chr11 89650878
16500 TRIM49D2 chr11 89657231
16501 TRIM64 chr11 89701671
16502 TRIM53AP chr11 89735676
16503 TRIM49C chr11 89764273
16504 UBTFL1 chr11 89819117
16505 CHORDC1 chr11 89956532
16506 MIR4490 chr11 90289025
16507 MIR1261 chr11 90602370
16508 LOC105369431 chr11 92648794
16509 MTNR1B chr11 92702788
16510 DEUP1 chr11 93063882
16511 SMCO4 chr11 93276546
16512 SCARNA9 chr11 93454679
16513 SNORA25 chr11 93463812
16514 SNORA32 chr11 93464265
16515 SNORD6 chr11 93464739
16516 SNORA1 chr11 93465299
16517 SNORA8 chr11 93465665
16518 SNORD5 chr11 93466466
16519 SNORA18 chr11 93466763
16520 MIR1304 chr11 93466930
16521 SNORA40 chr11 93468402
16522 TAF1D chr11 93474703
16523 C11orf54 chr11 93474759
16524 MED17 chr11 93517404
16525 VSTM5 chr11 93583668
16526 HEPHL1 chr11 93754377
16527 PANX1 chr11 93862093
16528 IZUMO1R chr11 94038802
16529 GPR83 chr11 94134585
16530 MRE11 chr11 94227040
16531 MIR548L chr11 94199746
16532 ANKRD49 chr11 94227152
16533 C11orf97 chr11 94245694
16534 FUT4 chr11 94277016
16535 PIWIL4 chr11 94300473
16536 CWC15 chr11 94706776
16537 KDM4D chr11 94706844
16538 KDM4E chr11 94758421
16539 SRSF8 chr11 94800040
16540 ENDOD1 chr11 94822973
16541 LOC101929295 chr11 94883702
16542 SESN3 chr11 94964246
16543 LOC100129203 chr11 94963349
16544 FAM76B chr11 95522954
16545 MTMR2 chr11 95657371
16546 MIR1260B chr11 96074601
16547 CCDC82 chr11 96123083
16548 JRKL chr11 96123157
16549 LOC105369443 chr11 96241588
16550 LOC100128386 chr11 100558686
16551 TMEM133 chr11 100862810
16552 PGR-AS1 chr11 100999807
16553 MIR3920 chr11 101390636
16554 ANGPTL5 chr11 101787253
16555 C11orf70 chr11 101918168
16556 YAP1 chr11 101981191
16557 BIRC3 chr11 102188180
16558 TMEM123 chr11 102323775
16559 LOC101928424 chr11 102323649
16560 MMP7 chr11 102401484
16561 MMP20 chr11 102496063
16562 MMP27 chr11 102576468
16563 MMP8 chr11 102595685
16564 MMP10 chr11 102651359
16565 WTAPP1 chr11 102654406
16566 MMP1 chr11 102668966
16567 MMP3 chr11 102714420
16568 MMP12 chr11 102745764
16569 MMP13 chr11 102826463
16570 DCUN1D5 chr11 102962944
16571 MIR4693 chr11 103720633
16572 DDI1 chr11 103907307
16573 MIR7641-1 chr11 104123318
16574 CASP12 chr11 104769397
16575 LOC643733 chr11 104788902
16576 CASP4 chr11 104839259
16577 CASP5 chr11 104893895
16578 CASP1 chr11 104905884
16579 CARD16 chr11 104916051
16580 CASP1P2 chr11 104942257
16581 CARD17 chr11 104972158
16582 CARD18 chr11 105010461
16583 MSANTD4 chr11 105893014
16584 KBTBD3 chr11 105948465
16585 AASDHPPT chr11 105948291
16586 LOC105369473 chr11 106002843
16587 LOC101928535 chr11 106120745
16588 ALKBH8 chr11 107436461
16589 LOC643923 chr11 107462470
16590 SLN chr11 107582787
16591 SLC35F2 chr11 107729914
16592 RAB39A chr11 107799200
16593 CUL5 chr11 107879407
16594 NPAT chr11 108093365
16595 KDELC2 chr11 108369159
16596 C11orf87 chr11 109292845
16597 FDX1 chr11 110300660
16598 COLCA1 chr11 111169978
16599 COLCA2 chr11 111169270
16600 MIR4491 chr11 111218481
16601 POU2AF1 chr11 111250157
16602 LOC100132078 chr11 111288911
16603 BTG4 chr11 111383079
16604 MIR34B chr11 111383662
16605 MIR34C chr11 111384163
16606 C11orf88 chr11 111385509
16607 PPP2R1B chr11 111637169
16608 FDXACB1 chr11 111750181
16609 C11orf1 chr11 111749947
16610 CRYAB chr11 111781477
16611 HSPB2 chr11 111783459
16612 HSPB2-C11orf52 chr11 111783459
16613 C11orf52 chr11 111789600
16614 DLAT chr11 111895537
16615 C11orf57 chr11 111944967
16616 TIMM8B chr11 111957522
16617 SDHD chr11 111957547
16618 IL18 chr11 112034840
16619 TEX12 chr11 112038094
16620 PTS chr11 112097087
16621 PLET1 chr11 112131583
16622 LOC100132686 chr11 112130987
16623 LOC101928823 chr11 112352954
16624 LOC387810 chr11 112426525
16625 LOC101928847 chr11 112834182
16626 NCAM1-AS1 chr11 113144623
16627 TTC12 chr11 113185250
16628 ANKK1 chr11 113258512
16629 DRD2 chr11 113346001
16630 MIR4301 chr11 113320810
16631 TMPRSS5 chr11 113577095
16632 CLDN25 chr11 113650517
16633 USP28 chr11 113746292
16634 HTR3B chr11 113775517
16635 HTR3A chr11 113845796
16636 NNMT chr11 114166534
16637 LOC101928940 chr11 114250761
16638 C11orf71 chr11 114271272
16639 RBM7 chr11 114271250
16640 REXO2 chr11 114310107
16641 NXPE4 chr11 114466484
16642 LOC105369509 chr11 115204295
16643 LOC105369507 chr11 115267473
16644 LOC101928985 chr11 115605480
16645 LINC00900 chr11 115630918
16646 BUD13 chr11 116643714
16647 APOA5 chr11 116663136
16648 APOA4 chr11 116694011
16649 APOC3 chr11 116700623
16650 APOA1 chr11 116708302
16651 APOA1-AS chr11 116706832
16652 SIDT2 chr11 117049938
16653 LOC100652768 chr11 117072630
16654 TAGLN chr11 117070039
16655 PCSK7 chr11 117103241
16656 RNF214 chr11 117103340
16657 BACE1-AS chr11 117162061
16658 CEP164 chr11 117192493
16659 FXYD2 chr11 117695459
16660 FXYD6 chr11 117747746
16661 TMPRSS13 chr11 117800168
16662 IL10RA chr11 117857105
16663 TMPRSS4-AS1 chr11 117957508
16664 SCN4B chr11 118016184
16665 SCN2B chr11 118047337
16666 JAML chr11 118084074
16667 MPZL3 chr11 118123083
16668 MPZL2 chr11 118135251
16669 CD3E chr11 118175294
16670 CD3D chr11 118213459
16671 CD3G chr11 118215058
16672 UBE4A chr11 118230295
16673 LOC100131626 chr11 118289530
16674 ATP5L chr11 118272103
16675 LOC101929089 chr11 118401490
16676 TTC36 chr11 118398147
16677 TMEM25 chr11 118401802
16678 IFT46 chr11 118436791
16679 ARCN1 chr11 118443101
16680 MIR6716 chr11 118514717
16681 TREH chr11 118550381
16682 CXCR5 chr11 118754474
16683 BCL9L chr11 118781613
16684 MIR4492 chr11 118781416
16685 UPK2 chr11 118827007
16686 FOXR1 chr11 118842416
16687 RPL23AP64 chr11 118874303
16688 RPS25 chr11 118889057
16689 TRAPPC4 chr11 118889178
16690 MIR3656 chr11 118889653
16691 SLC37A4 chr11 118900278
16692 HYOU1 chr11 118927957
16693 VPS11 chr11 118938462
16694 HMBS chr11 118955586
16695 H2AFX chr11 118966177
16696 DPAGT1 chr11 118972785
16697 C2CD2L chr11 118978059
16698 HINFP chr11 118992232
16699 ABCG4 chr11 119019749
16700 NLRX1 chr11 119039042
16701 PDZD3 chr11 119056165
16702 CCDC153 chr11 119066584
16703 MCAM chr11 119187840
16704 MIR6756 chr11 119183722
16705 RNF26 chr11 119205209
16706 MFRP chr11 119217383
16707 C1QTNF5 chr11 119211593
16708 USP2 chr11 119234892
16709 THY1 chr11 119293272
16710 LOC102724301 chr11 119600292
16711 TRIM29 chr11 119999621
16712 OAF chr11 120081746
16713 POU2F3 chr11 120107348
16714 LOC649133 chr11 120136641
16715 TMEM136 chr11 120195837
16716 LOC105369532 chr11 120689824
16717 LOC101929227 chr11 120765506
16718 LOC101929208 chr11 120828748
16719 TBCEL chr11 120894802
16720 SC5D chr11 121163387
16721 MIR125B1 chr11 121970552
16722 BLID chr11 121986923
16723 MIRLET7A2 chr11 122017301
16724 MIR100 chr11 122023016
16725 CRTAM chr11 122709205
16726 BSX chr11 122852379
16727 LOC341056 chr11 122888273
16728 HSPA8 chr11 122933043
